Index,day,biomassH,day,biomassHF,day,biomass2015,day,yieldH,day,yieldHF,day,yield2015,day,laiH,day,laiHF,day,lai2015,day,biomassM,day,biomassM,biomassMStdError,day,laiM,day,laiM,laiMStdError,Index,day,SAT ,day,SW2015,day,DUL ,day,LL ,day,NO32015,day,ST2015,day,SWM,day,SWM,SWMStdError,day,NO3M,day,NO3M,NO3MStdError,day,STM,day,STM,STMStdError
9872,11,0,11,0,,,11,0,11,0,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9873,12,0,12,0,,,12,0,12,0,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9874,13,0,13,0,,,13,0,13,0,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9875,14,0,14,0,,,14,0,14,0,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9876,15,0,15,0,,,15,0,15,0,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9877,16,0,16,0,,,16,0,16,0,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9878,17,0,17,0,,,17,0,17,0,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9879,18,0,18,0,,,18,0,18,0,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9880,19,0,19,0,,,19,0,19,0,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9881,20,0,20,0,,,20,0,20,0,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9882,21,0,21,0,,,21,0,21,0,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9883,22,0,22,0,,,22,0,22,0,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9884,23,0,23,0,,,23,0,23,0,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9885,24,0,24,0,,,24,0,24,0,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9886,25,0,25,0,,,25,0,25,0,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9887,26,0,26,0,,,26,0,26,0,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9888,27,0,27,0,,,27,0,27,0,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9889,28,0,28,0,,,28,0,28,0,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9890,29,0,29,0,,,29,0,29,0,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9891,30,0,30,0,,,30,0,30,0,,,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9892,31,0,31,0,,,31,0,31,0,,,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9893,32,0,32,0,,,32,0,32,0,,,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9894,33,0,33,0,,,33,0,33,0,,,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9895,34,0,34,0,,,34,0,34,0,,,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9896,35,0,35,0,,,35,0,35,0,,,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9897,36,0,36,0,,,36,0,36,0,,,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9898,37,0,37,0,,,37,0,37,0,,,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9899,38,0,38,0,,,38,0,38,0,,,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9900,39,0,39,0,,,39,0,39,0,,,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9901,40,0,40,0,,,40,0,40,0,,,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9902,41,0,41,0,,,41,0,41,0,,,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9903,42,0,42,0,,,42,0,42,0,,,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9904,43,0,43,0,,,43,0,43,0,,,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9905,44,0,44,0,,,44,0,44,0,,,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9906,45,0,45,0,,,45,0,45,0,,,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9907,46,0,46,0,,,46,0,46,0,,,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9908,47,0,47,0,,,47,0,47,0,,,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9909,48,0,48,0,,,48,0,48,0,,,48,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9910,49,0,49,0,,,49,0,49,0,,,49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9911,50,0,50,0,,,50,0,50,0,,,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9912,51,0,51,0,,,51,0,51,0,,,51,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9913,52,0,52,0,,,52,0,52,0,,,52,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9914,53,0,53,0,,,53,0,53,0,,,53,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9915,54,0,54,0,,,54,0,54,0,,,54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9916,55,0,55,0,,,55,0,55,0,,,55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9917,56,0,56,0,,,56,0,56,0,,,56,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9918,57,0,57,0,,,57,0,57,0,,,57,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9919,58,0,58,0,,,58,0,58,0,,,58,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9920,59,0,59,0,,,59,0,59,0,,,59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9921,60,0,60,0,,,60,0,60,0,,,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922,61,0,61,0,,,61,0,61,0,,,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9923,62,0,62,0,,,62,0,62,0,,,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924,63,0,63,0,,,63,0,63,0,,,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9925,64,0,64,0,,,64,0,64,0,,,64,0,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9926,65,0,65,0,,,65,0,65,0,,,65,0,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9927,66,0,66,0,,,66,0,66,0,,,66,0,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9928,67,0,67,0,,,67,0,67,0,,,67,0,67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9929,68,0,68,0,,,68,0,68,0,,,68,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9930,69,0,69,0,,,69,0,69,0,,,69,0,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9931,70,0,70,0,,,70,0,70,0,,,70,0,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9932,71,0,71,0,,,71,0,71,0,,,71,0,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9933,72,0,72,0,,,72,0,72,0,,,72,0,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9934,73,0,73,0,,,73,0,73,0,,,73,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9935,74,0,74,0,,,74,0,74,0,,,74,0,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9936,75,0,75,0,,,75,0,75,0,,,75,0,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9937,76,0,76,0,,,76,0,76,0,,,76,0,76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9938,77,0,77,0,,,77,0,77,0,,,77,0,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9939,78,0,78,0,,,78,0,78,0,,,78,0,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9940,79,0,79,0,,,79,0,79,0,,,79,0,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9941,80,0,80,0,,,80,0,80,0,,,80,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9942,81,0,81,0,,,81,0,81,0,,,81,0,81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9943,82,0,82,0,,,82,0,82,0,,,82,0,82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9944,83,0,83,0,,,83,0,83,0,,,83,0,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9945,84,0,84,0,,,84,0,84,0,,,84,0,84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9946,85,0,85,0,,,85,0,85,0,,,85,0,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9947,86,0,86,0,,,86,0,86,0,,,86,0,86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9948,87,0,87,0,,,87,0,87,0,,,87,0,87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9949,88,0,88,0,,,88,0,88,0,,,88,0,88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9950,89,0,89,0,,,89,0,89,0,,,89,0,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9951,90,0,90,0,,,90,0,90,0,,,90,0,90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9952,91,0,91,0,,,91,0,91,0,,,91,0,91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9953,92,0,92,0,,,92,0,92,0,,,92,0,92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9954,93,0,93,0,,,93,0,93,0,,,93,0,93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9955,94,0,94,0,,,94,0,94,0,,,94,0,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9956,95,0,95,0,,,95,0,95,0,,,95,0,95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9957,96,0,96,0,,,96,0,96,0,,,96,0,96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9958,97,0,97,0,,,97,0,97,0,,,97,0,97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9959,98,0,98,0,,,98,0,98,0,,,98,0,98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9960,99,0,99,0,,,99,0,99,0,,,99,0,99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9961,100,0,100,0,,,100,0,100,0,,,100,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9962,101,0,101,0,,,101,0,101,0,,,101,0,101,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9963,102,0,102,0,,,102,0,102,0,,,102,0,102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9964,103,0,103,0,,,103,0,103,0,,,103,0,103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9965,104,0,104,0,,,104,0,104,0,,,104,0,104,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9966,105,0,105,0,,,105,0,105,0,,,105,0,105,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9967,106,0,106,0,,,106,0,106,0,,,106,0,106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9968,107,0,107,0,,,107,0,107,0,,,107,0,107,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9969,108,0,108,0,,,108,0,108,0,,,108,0,108,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9970,109,0,109,0,,,109,0,109,0,,,109,0,109,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9971,110,0,110,0,,,110,0,110,0,,,110,0,110,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9972,111,0,111,0,,,111,0,111,0,,,111,0,111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9973,112,0,112,0,,,112,0,112,0,,,112,0,112,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9974,113,0,113,0,,,113,0,113,0,,,113,0,113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9975,114,0,114,0,,,114,0,114,0,,,114,0,114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9976,115,0,115,0,,,115,0,115,0,,,115,0,115,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9977,116,0,116,0,,,116,0,116,0,,,116,0,116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9978,117,0,117,0,,,117,0,117,0,,,117,0,117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9979,118,0,118,0,,,118,0,118,0,,,118,0,118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9980,119,0,119,0,,,119,0,119,0,,,119,0,119,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9981,120,1.5,120,0,,,120,0,120,0,,,120,0.003,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9982,121,2.1,121,0,,,121,0,121,0,,,121,0.004,121,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9983,122,3.1,122,0,,,122,0,122,0,,,122,0.005,122,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9984,123,3.5,123,1.5,,,123,0,123,0,,,123,0.005,123,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9985,124,4.1,124,1.8,,,124,0,124,0,,,124,0.006,124,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9986,125,5.4,125,2.2,,,125,0,125,0,,,125,0.007,125,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9987,126,6.4,126,2.9,,,126,0,126,0,,,126,0.008,126,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9988,127,7.9,127,3.6,,,127,0,127,0,,,127,0.01,127,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9989,128,10.1,128,4.8,,,128,0,128,0,,,128,0.011,128,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9990,129,12.6,129,6.7,,,129,0,129,0,,,129,0.013,129,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9991,130,15.7,130,7.3,,,130,0,130,0,,,130,0.016,130,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9992,131,19.5,131,7.5,,,131,0,131,0,,,131,0.019,131,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9993,132,24,132,9.1,,,132,0,132,0,,,132,0.023,132,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9994,133,29.5,133,12.2,,,133,0,133,0,,,133,0.028,133,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9995,134,36.2,134,12.5,,,134,0,134,0,,,134,0.035,134,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9996,135,40.9,135,14.9,,,135,0,135,0,,,135,0.043,135,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9997,136,49.5,136,16.3,,,136,0,136,0,,,136,0.048,136,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9998,137,57.2,137,17,,,137,0,137,0,,,137,0.053,137,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9999,138,70.1,138,22.9,,,138,0,138,0,,,138,0.06,138,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000,139,84.5,139,30.3,,,139,0,139,0,,,139,0.07,139,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001,140,101.2,140,39.5,,,140,0,140,0,,,140,0.082,140,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10002,141,120.9,141,50,,,141,0,141,0,,,141,0.096,141,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10003,142,141.6,142,58.8,,,142,0,142,0,,,142,0.113,142,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10004,143,162.4,143,73,,,143,0,143,0,,,143,0.128,143,0.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10005,144,176.6,144,88.5,,,144,0,144,0,,,144,0.144,144,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10006,145,204.7,145,107.3,,,145,0,145,0,,,145,0.155,145,0.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10007,146,228.7,146,114.3,,,146,0,146,0,,,146,0.172,146,0.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10008,147,267,147,119.7,,,147,0,147,0,,,147,0.187,147,0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10009,148,300.1,148,141.1,,,148,0,148,0,,,148,0.21,148,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10010,149,329.9,149,172,,,149,0,149,0,,,149,0.24,149,0.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10011,150,367.1,150,193.9,,,150,0,150,0,,,150,0.272,150,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10012,151,430.7,151,232.1,,,151,0,151,0,,,151,0.303,151,0.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10013,152,476.4,152,260,,,152,0,152,0,,,152,0.336,152,0.201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10014,153,540.6,153,300,,,153,0,153,0,,,153,0.37,153,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10015,154,598.8,154,336.7,,,154,0,154,0,,,154,0.407,154,0.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10016,155,686.4,155,392.9,,,155,0,155,0,,,155,0.45,155,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10017,156,789,156,459.8,,,156,0,156,0,,,156,0.496,156,0.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10018,157,876.50,157,517.8,,,157,0,157,0,,,157,0.548,157,0.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10019,158,993,158,596.7,,,158,0,158,0,,,158,0.628,158,0.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10020,159,"1,131.30",159,692,,,159,0,159,0,,,159,0.696,159,0.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10021,160,"1,279.10",160,796.1,,,160,0,160,0,,,160,0.759,160,0.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10022,161,"1,430",161,903.7,,,161,0,161,0,,,161,0.838,161,0.567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10023,162,"1,595.30",162,"1,024.70",,,162,0,162,0,,,162,0.928,162,0.637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10024,163,"1,775.30",163,"1,158.60",,,163,0,163,0,,,163,1.035,163,0.721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10025,164,"1,972.50",164,"1,308.40",,,164,0,164,0,,,164,1.144,164,0.809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10026,165,"2,183.80",165,"1,472",,,165,0,165,0,,,165,1.261,165,0.904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10027,166,"2,408.40",166,"1,649.10",,,166,0,166,0,,,166,1.497,166,1.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10028,167,"2,630.80",167,"1,820.00",,,167,0,167,0,,,167,1.77,167,1.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10029,168,"2,907.20",168,"2,040.70",,,168,0,168,0,,,168,2.072,168,1.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030,169,"3,095.30",169,"2,196.50",,,169,0,169,0,,,169,2.268,169,1.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10031,170,"3,392.40",170,"2,451.90",,,170,0,170,0,,,170,2.495,170,1.903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10032,171,"3,725.40",171,"2,744.00",,,171,0,171,0,,,171,2.698,171,2.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10033,172,"4,061.00",172,"3,047.50",,,172,0,172,0,,,172,2.959,172,2.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10034,173,"4,341.90",173,"3,308.80",,,173,0,173,0,,,173,3.156,173,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10035,174,"4,627.90",174,"3,579.30",,,174,0,174,0,,,174,3.338,174,2.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10036,175,"4,996.60",175,"3,931.90",,,175,0,175,0,,,175,3.537,175,3.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10037,176,"5,352.90",176,"4,274.90",,,176,0,176,0,,,176,3.729,176,3.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10038,177,"5,722.00",177,"4,633.40",,,177,0,177,0,,,177,3.91,177,3.598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10039,178,"6,081.30",178,"4,984.90",,,178,0,178,0,,,178,4.018,178,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10040,179,"6,442.00",179,"5,339.70",,,179,0,179,0,,,179,4.127,179,3.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10041,180,"6,758.20",180,"5,652.00",,,180,0,180,0,,,180,4.248,180,4.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10042,181,"7,125.10",181,"6,015.20",,,181,0,181,0,,,181,4.357,181,4.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10043,182,"7,520.30",182,"6,407.70",,,182,0,182,0,,,182,4.401,182,4.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10044,183,"7,910.40",183,"6,795.80",,,183,0,183,0,,,183,4.423,183,4.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10045,184,"8,292",184,"7,175.90",,,184,0,184,0,,,184,4.448,184,4.401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10046,185,"8,658.40",185,"7,542",,,185,0,185,0,,,185,4.44,185,4.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10047,186,"9,051.70",186,"7,934.50",,,186,0,186,0,,,186,4.425,186,4.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10048,187,"9,438.20",187,"8,322.20",,,187,0,187,0,,,187,4.41,187,4.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10049,188,"9,819.10",188,"8,711.00",,,188,0,188,0,,,188,4.395,188,4.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10050,189,"10,196.10",189,"9,103.30",,,189,0,189,0,,,189,4.381,189,4.371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10051,190,"10,500.30",190,"9,425.80",,,190,0.00,190,0,,,190,4.368,190,4.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10052,191,"10,860.30",191,"9,810.50",,,191,0,191,0,,,191,4.355,191,4.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10053,192,"11,220.40",192,"10,203.00",,,192,0.00,192,0,,,192,4.343,192,4.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10054,193,"11,544.90",193,"10,562.80",,,193,0.00,193,0,,,193,4.331,193,4.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
