Index,day,biomass,day,biomass,day,yield,day,yield,day,lai,day,lai,day,biomass,day,biomass,StdError,day,lai,day,lai,StdError,biomassMStdError,day,laiM,day,laiM,laiMStdError,Index,day,SAT_30cm,day,SW_30cm,day,DUL_30cm,day,LL_30cm,day,NO3_30cm,day,ST_30cm,day,SW_30cm,day,SW_30cm,StdError,day,NO3_30cm,day,NO3_30cm,StdError,day,ST_30cm,day,ST_30cm,StdError
11820,133,16.3,133,10.2,133,0,133,0,133,0.024,133,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11821,134,18.1,134,10.2,134,0,134,0,134,0.028,134,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11822,135,20.7,135,10.3,135,0,135,0,135,0.033,135,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11823,136,24.1,136,10.3,136,0,136,0,136,0.041,136,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11824,137,27.3,137,10.3,137,0,137,0,137,0.047,137,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11825,138,32.2,138,10.4,138,0,138,0,138,0.058,138,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11826,139,38,139,10.5,139,0,139,0,139,0.071,139,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11827,140,43.7,140,10.7,140,0,140,0,140,0.083,140,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11828,141,50.5,141,10.8,141,0,141,0,141,0.098,141,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11829,142,57.2,142,10.8,142,0,142,0,142,0.112,142,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11830,143,68.5,143,10.9,143,0,143,0,143,0.137,143,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11831,144,81.1,144,11.1,144,0,144,0,144,0.164,144,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11832,145,90.9,145,11.4,145,0,145,0,145,0.185,145,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11833,146,94.7,146,11.5,146,0,146,0,146,0.193,146,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11834,147,110.5,147,11.6,147,0,147,0,147,0.227,147,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11835,148,132.1,148,11.9,148,0,148,0,148,0.274,148,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11836,149,159.6,149,12.4,149,0,149,0,149,0.333,149,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11837,150,177.1,150,12.7,150,0,150,0,150,0.37,150,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11838,151,182.9,151,12.8,151,0,151,0,151,0.364,151,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11839,152,187.8,152,12.9,152,0,152,0,152,0.375,152,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11840,153,199,153,13.1,153,0,153,0,153,0.399,153,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11841,154,226.2,154,13.6,154,0,154,0,154,0.446,154,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11842,155,267.3,155,14.4,155,0,155,0,155,0.534,155,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11843,156,318.1,156,15.4,156,0,156,0,156,0.624,156,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11844,157,376.2,157,16.7,157,0,157,0,157,0.719,157,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11845,158,428.1,158,18,158,0,158,0,158,0.816,158,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11846,159,480.30,159,19.3,159,0,159,0,159,0.915,159,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11847,160,560.10,160,21.4,160,0,160,0,160,1.057,160,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11848,161,650.90,161,24.1,161,0,161,0,161,1.209,161,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11849,162,742.50,162,27.1,162,0,162,0,162,1.36,162,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11850,163,843,163,30.8,163,0,163,0,163,1.523,163,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11851,164,916.20,164,33.8,164,0,164,0,164,1.641,164,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11852,165,"1,008",165,37.8,165,0,165,0,165,1.787,165,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11853,166,"1,128.40",166,43.7,166,0,166,0,166,1.976,166,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11854,167,"1,227.80",167,49,167,0,167,0,167,2.129,167,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11855,168,"1,359.70",168,57.20,168,0,168,0,168,2.331,168,0.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11856,169,"1,502.10",169,67.20,169,0,169,0,169,2.55,169,0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11857,170,"1,661.90",170,80,170,0,170,0,170,2.796,170,0.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11858,171,"1,828.90",171,95.50,171,0,171,0,171,3.052,171,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11859,172,"1,935.90",172,107.10,172,0,172,0,172,3.216,172,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11860,173,"2,105",173,127.20,173,0,173,0,173,3.388,173,0.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11861,174,"2,270.30",174,150.30,174,0,174,0,174,3.556,174,0.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11862,175,"2,408.60",175,172.60,175,0,175,0,175,3.696,175,0.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11863,176,"2,597.70",176,207,176,0,176,0,176,3.888,176,0.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11864,177,"2,794.00",177,249.10,177,0,177,0,177,4.087,177,0.517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11865,178,"2,966.00",178,292.00,178,0,178,0,178,4.259,178,0.604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11866,179,"3,165.40",179,348.40,179,0,179,0,179,4.452,179,0.707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11867,180,"3,345.80",180,406.50,180,0,180,0,180,4.619,180,0.783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11868,181,"3,515.60",181,466.70,181,0,181,0,181,4.769,181,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11869,182,"3,711.90",182,542.60,182,0,182,0,182,4.939,182,0.953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11870,183,"3,901.80",183,624,183,0,183,0,183,5.094,183,1.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11871,184,"4,090.10",184,711.10,184,0,184,0,184,5.241,184,1.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11872,185,"4,276.00",185,804.80,185,0,185,0,185,5.377,185,1.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11873,186,"4,458.70",186,904.30,186,0,186,0,186,5.503,186,1.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11874,187,"4,631.80",187,"1,005.90",187,0,187,0,187,5.613,187,1.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11875,188,"4,810",188,"1,111.10",188,0,188,0,188,5.721,188,1.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11876,189,"4,983.30",189,"1,227.30",189,0,189,0,189,5.818,189,1.697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11877,190,"5,155.10",190,"1,349.70",190,0,190,0,190,5.908,190,1.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11878,191,"5,324.60",191,"1,478.20",191,0,191,0.00,191,5.99,191,1.958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11879,192,"5,495.30",192,"1,615.40",192,0,192,0.00,192,6.068,192,2.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11880,193,"5,663.20",193,"1,758.20",193,0,193,0.00,193,6.138,193,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11881,194,"5,825.90",194,"1,903",194,0,194,0.00,194,6.198,194,2.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11882,195,"5,973.40",195,"2,035.50",195,0,195,0.00,195,6.239,195,2.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11883,196,"6,131.10",196,"2,178",196,0,196,0.00,196,6.287,196,2.636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11884,197,"6,285",197,"2,318.70",197,0,197,0.00,197,6.25,197,2.769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11885,198,"6,407.10",198,"2,457.50",198,64.1,198,0.00,198,6.14,198,2.899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11886,199,"6,485.10",199,"2,593.50",199,129.7,199,0,199,5.98,199,3.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11887,200,"6,534.00",200,"2,713.10",200,196,200,0.00,200,5.76,200,3.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11888,201,"6,559.40",201,"2,847.30",201,262.4,201,0.00,201,5.42,201,3.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11889,202,"6,590.50",202,"2,970.60",202,329.5,202,0.00,202,5,202,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11890,203,"6,623.30",203,"3,058.50",203,397.4,203,30.60,203,4.96,203,3.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11891,204,"6,633",204,"3,168.90",204,464.3,204,63.40,204,4.62,204,3.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11892,205,"6,645.10",205,"3,272.20",205,531.6,205,98.20,205,4.33,205,3.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11893,206,"6,639.30",206,"3,368.50",206,597.5,206,134.70,206,4,206,3.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11894,207,"6,634.50",207,"3,457.70",207,663.4,207,172.90,207,4,207,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11895,208,"6,624.30",208,"3,544.20",208,728.7,208,213,208,3.38,208,3.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11896,209,"6,615.30",209,"3,626.00",209,793.8,209,253.80,209,3.10,209,3.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11897,210,"6,645.30",210,"3,670.80",210,863.9,210,293.70,210,3.08,210,3.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11898,211,"6,705.20",211,"3,747.50",211,938.7,211,337.30,211,3.08,211,3.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11899,212,"6,753.50",212,"3,820",212,"1,013",212,382.00,212,3.08,212,2.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11900,213,"6,757.50",213,"3,895.60",213,"1,081.20",213,428.50,213,2.91,213,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11901,214,"6,751.10",214,"3,959",214,"1,147.70",214,475.10,214,2.72,214,2.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11902,215,"6,739.40",215,"4,005.10",215,"1,213.10",215,520.70,215,3,215,2.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11903,216,"6,725.40",216,"4,041.40",216,"1,277.80",216,565.80,216,2.35,216,2.771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11904,217,"6,733.60",217,"4,077.80",217,"1,346.70",217,611.70,217,2.35,217,2.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11905,218,"6,748.80",218,"4,144.80",218,"1,417.30",218,663,218,2.35,218,2.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11906,219,"6,760.10",219,"4,207.80",219,"1,487.20",219,715.30,219,2.35,219,2.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11907,220,"6,784.80",220,"4,268",220,"1,520.60",220,768.30,220,2.35,220,2.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11908,221,"6,806.60",221,"4,309.80",221,"1,541.40",221,818.90,221,2.35,221,2.628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11909,222,"6,836.50",222,"4,365.50",222,"1,565.80",222,873,222,2.35,222,2.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11910,223,"6,867.50",223,"4,419.30",223,"1,591",223,928.10,223,2.35,223,2.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11911,224,"6,897.10",224,"4,466.10",224,"1,615.20",224,982.50,224,2.35,224,2.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11912,225,"6,905.20",225,"4,465.90",225,"1,623.40",225,"1,027.20",225,2.35,225,2.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11913,226,"6,937.20",226,"4,510.20",226,"1,648",226,"1,082.40",226,2.35,226,2.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11914,227,"6,964.00",227,"4,542.00",227,"1,669.90",227,"1,135.50",227,2.35,227,2.447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11915,228,"6,991.50",228,"4,572.40",228,"1,692.30",228,"1,188.80",228,2.35,228,2.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11916,229,"7,021.80",229,"4,599.00",229,"1,716.70",229,"1,241.70",229,2.35,229,2.369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11917,230,"7,054.20",230,"4,632.00",230,"1,742.90",230,"1,297.00",230,2.35,230,2.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11918,231,"7,075.00",231,"4,645.40",231,"1,760.60",231,"1,347.20",231,2.35,231,2.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11919,232,"7,104.20",232,"4,668.80",232,"1,784",232,"1,401",232,2.35,232,2.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11920,233,"7,136.80",233,"4,694.60",233,"1,810.20",233,"1,455.30",233,2,233,2.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11921,234,"7,169.10",234,"4,717.70",234,"1,836.40",234,"1,509.70",234,2.35,234,2.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11922,235,"7,200.50",235,"4,738.10",235,"1,862",235,"1,564",235,2.35,235,2.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11923,236,"7,230.90",236,"4,756.70",236,"1,886.90",236,"1,617",236,2.35,236,2.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11924,237,"7,260.00",237,"4,768.30",237,"1,910.60",237,"1,669",237,2.35,237,2.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11925,238,"7,278.30",238,"4,769.50",238,"1,926.40",238,"1,717",238,2.26,238,2.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11926,239,"7,293.30",239,"4,779.20",239,"1,938.60",239,"1,768.30",239,2.17,239,2.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11927,240,"7,308.20",240,"4,785.80",240,"1,950.50",240,"1,818.60",240,2.07,240,1.961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928,241,"7,308.20",241,"4,785.90",241,"1,950.50",241,"1,866.50",241,1.97,241,1.903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11929,242,"7,308.20",242,"4,788.00",242,"1,950.50",242,"1,915.20",242,1.88,242,1.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11930,243,"7,308.20",243,"4,788.30",243,"1,950.50",243,"1,963.20",243,1.79,243,1.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11931,244,"7,308.20",244,"4,777.80",244,"1,950.50",244,"2,006.70",244,1.707,244,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11932,245,"7,308.20",245,"4,777.80",245,"1,950.50",245,"2,006.70",245,1.64,245,1.686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11933,246,"7,308.20",246,"4,777.80",246,"1,950.50",246,"2,006.70",246,0,246,1.629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11934,247,0,247,"4,777.80",247,0,247,"2,006.70",247,0,247,1.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11935,248,0,248,"4,777.80",248,0,248,"2,006.70",248,0,248,1.509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11936,249,0,249,"4,777.80",249,0,249,"2,006.70",249,0,249,1.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11937,250,0,250,"4,777.80",250,0,250,"2,006.70",250,0,250,1.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11938,251,0,251,"4,777.80",251,0,251,"2,006.70",251,0,251,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11939,252,0,252,0,252,0,252,0,252,0,252,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11940,253,0,253,0,253,0,253,0,253,0,253,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11941,254,0,254,0,254,0,254,0,254,0,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11942,255,0,255,0,255,0,255,0,255,0,255,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11943,256,0,256,0,256,0,256,0,256,0,256,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11944,257,0,257,0,257,0,257,0,257,0,257,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11945,258,0,258,0,258,0,258,0,258,0,258,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11946,259,0,259,0,259,0,259,0,259,0,259,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11947,260,0,260,0,260,0,260,0,260,0,260,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11948,261,0,261,0,261,0,261,0,261,0,261,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11949,262,0,262,0,262,0,262,0,262,0,262,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11950,263,0,263,0,263,0,263,0,263,0,263,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11951,264,0,264,0,264,0,264,0,264,0,264,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11952,265,0,265,0,265,0,265,0,265,0,265,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11953,266,0,266,0,266,0,266,0,266,0,266,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11954,267,0,267,0,267,0,267,0,267,0,267,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11955,268,0,268,0,268,0,268,0,268,0,268,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11956,269,0,269,0,269,0,269,0,269,0,269,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11957,270,0,270,0,270,0,270,0,270,0,270,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11958,271,0,271,0,271,0,271,0,271,0,271,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11959,272,0,272,0,272,0,272,0,272,0,272,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11960,273,0,273,0,273,0,273,0,273,0,273,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11961,274,0,274,0,274,0,274,0,274,0,274,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11962,275,0,275,0,275,0,275,0,275,0,275,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11963,276,0,276,0,276,0,276,0,276,0,276,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11964,277,0,277,0,277,0,277,0,277,0,277,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11965,278,0,278,0,278,0,278,0,278,0,278,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11966,279,0,279,0,279,0,279,0,279,0,279,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11967,280,0,280,0,280,0,280,0,280,0,280,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11968,281,0,281,0,281,0,281,0,281,0,281,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11969,282,0,282,0,282,0,282,0,282,0,282,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11970,283,0,283,0,283,0,283,0,283,0,283,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11971,284,0,284,0,284,0,284,0,284,0,284,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11972,285,0,285,0,285,0,285,0,285,0,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11973,286,0,286,0,286,0,286,0,286,0,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11974,287,0,287,0,287,0,287,0,287,0,287,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11975,288,0,288,0,288,0,288,0,288,0,288,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11976,289,0,289,0,289,0,289,0,289,0,289,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11977,290,0,290,0,290,0,290,0,290,0,290,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11978,291,0,291,0,291,0,291,0,291,0,291,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11979,292,0,292,0,292,0,292,0,292,0,292,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11980,293,0,293,0,293,0,293,0,293,0,293,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11981,294,0,294,0,294,0,294,0,294,0,294,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11982,295,0,295,0,295,0,295,0,295,0,295,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11983,296,0,296,0,296,0,296,0,296,0,296,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11984,297,0,297,0,297,0,297,0,297,0,297,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11985,298,0,298,0,298,0,298,0,298,0,298,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11986,299,0,299,0,299,0,299,0,299,0,299,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11987,300,0,300,0,300,0,300,0,300,0,300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11988,301,0,301,0,301,0,301,0,301,0,301,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11989,302,0,302,0,302,0,302,0,302,0,302,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
